Text,Image,Bifolio
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.6_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.2673,0.2581,0.6216,0.1767",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.6_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1231,0.2875,0.7157,0.0266",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.6_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1241,0.3142,0.7157,0.0266",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.6_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.6106,0.317,0.0911,0.0323",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.6_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1221,0.3604,0.7618,0.0575",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.7,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1221,0.3927,0.0671,0.0238",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.7_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.5395,0.4208,0.0911,0.1248",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.7_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1231,0.5554,0.6957,0.0224",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.7_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1211,0.561,0.8308,0.0407",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.7_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1161,0.5975,0.7147,0.0323",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.7_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1221,0.6199,0.7147,0.0365",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.8,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1231,0.6536,0.0691,0.0224",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.8_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1231,0.662,0.7147,0.0477",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.8_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.1181,0.6971,0.7147,0.0281",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:14.t1.8_2_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-70v-71r@0.2503,0.7111,0.6396,0.0617",urn:cite:hcmid:gen49bifolios.70v_71r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t1.header_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1012,0.0028,0.8507,0.1059",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t2.header_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.0862,0.1003,0.8507,0.0452",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.header_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1082,0.1638,0.7685,0.0311",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.8_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1212,0.1977,0.7004,0.065",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.8_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1212,0.2218,0.7054,0.048",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.9,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1182,0.2472,0.0631,0.0184",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.9_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1202,0.2599,0.7134,0.0424",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.9_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.3507,0.2867,0.1112,0.0395",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.9_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1182,0.3234,0.7124,0.0184",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.9_2_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.2655,0.3362,0.1493,0.0325",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.9_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1202,0.3701,0.6914,0.0876",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.9_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1854,0.3856,0.0982,0.0537",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.9_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1232,0.411,0.8417,0.0339",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.10,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1152,0.4449,0.0661,0.0226",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.10_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1212,0.4718,0.6974,0.048",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.10_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1242,0.4986,0.7144,0.0466",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.10_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1242,0.5212,0.7144,0.024",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.10_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1232,0.5381,0.7695,0.0706",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.11,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1192,0.5706,0.0671,0.0212",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.11_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.7655,0.6031,0.1393,0.0621",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.11_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.1212,0.6836,0.6814,0.0226",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.11_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-71v-72r@0.52,0.7034,0.1623,0.048",urn:cite:hcmid:gen49bifolios.71v_72r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.header_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.0721,0.0055,0.8899,0.1151",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.11_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.019,0.1082,0.7908,0.0361",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.11_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1191,0.1373,0.6877,0.0305",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.11_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.3463,0.1498,0.1532,0.0555",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.11_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1171,0.1886,0.6967,0.025",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.12,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1241,0.2122,0.0771,0.0305",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.12_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1191,0.2344,0.6977,0.0291",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.12_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1221,0.2635,0.6977,0.0291",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.12_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1231,0.2774,0.8248,0.0347",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.12_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1211,0.3107,0.7037,0.025",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.13,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1221,0.3287,0.2623,0.043",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.13_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1261,0.3592,0.6767,0.0985",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.13_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1201,0.3828,0.6877,0.0305",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.13_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1211,0.4064,0.6877,0.0305",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.13_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1211,0.4341,0.6877,0.0305",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.14,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1231,0.4466,0.7708,0.0472",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.14_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1101,0.4854,0.6867,0.0305",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.14_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.3624,0.5062,0.1131,0.0444",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.14_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1251,0.5354,0.6887,0.0319",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.14_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1111,0.5589,0.6897,0.0319",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.14_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.0991,0.5811,0.1862,0.0319",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.14_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1171,0.6061,0.6897,0.0402",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.15,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1111,0.6338,0.0871,0.0264",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.15_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1171,0.6477,0.8599,0.0402",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.15_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1221,0.6796,0.6857,0.0305",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.15_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-72v-73r@0.1241,0.706,0.6857,0.0277",urn:cite:hcmid:gen49bifolios.72v_73r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.15_header_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.0991,0.0153,0.8829,0.1028",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.15_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1121,0.1097,0.7387,0.0667",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.16,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1151,0.1319,0.2713,0.0444",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.16_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1151,0.1417,0.7097,0.1625",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.16_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1161,0.1861,0.7037,0.0417",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.16_2_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.5676,0.2125,0.1682,0.0375",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.16_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1161,0.2375,0.7017,0.1861",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.16_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.3383,0.2556,0.1481,0.0431",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.16_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1091,0.2861,0.7137,0.0486",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.17,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1191,0.3069,0.7868,0.0431",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.17_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1201,0.3389,0.7748,0.0736",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.17_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1161,0.3889,0.6977,0.0236",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.17_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1191,0.4056,0.8649,0.05",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.17_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1201,0.4403,0.7037,0.0375",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.18,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1211,0.4653,0.0781,0.025",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.18_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1011,0.4847,0.1852,0.0597",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.18_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1171,0.5528,0.7037,0.05",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.18_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1171,0.5792,0.7037,0.0264",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.18_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1191,0.5986,0.7037,0.0264",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.18_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1181,0.6264,0.7077,0.0264",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1191,0.6528,0.0751,0.0264",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1181,0.675,0.7027,0.0264",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_1_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.3544,0.6986,0.1191,0.0403",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-73v-74r@0.1161,0.7278,0.7217,0.0236",urn:cite:hcmid:gen49bifolios.73v_74r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.header_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.0691,0.0014,0.8889,0.1094",urn:cite:hcmid:gen49bifolios.74v_75r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1111,0.108,0.6997,0.0235",urn:cite:hcmid:gen49bifolios.74v_75r
urn:cts:latinLit:stoa0162.stoa005.gen49:15.t3.19_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-74v-75r@0.1081,0.1343,0.7087,0.0263",urn:cite:hcmid:gen49bifolios.74v_75r
